"DIM","funcId","ID","runtime","runs","mean","median","sd","2%","5%","10%","25%","50%","75%","90%","95%","98%"
2,4,"CMA-ES-CSA",4400,15,0.739025529712005,0.9949590571,0.424677394546874,2.32312231704e-09,3.3099638586e-09,0.0437064486889104,0.4069823288,0.9949590571,0.9949590571,1.00714147,1.0620100786,1.13542610464
2,5,"CMA-ES-CSA",4400,15,-1.65793305006667e-15,0,7.46029591250888e-15,-2.04636307896e-14,-8.526512829e-15,0,0,0,0,0,1.0658141037e-15,2.55795384888e-15
2,6,"CMA-ES-CSA",4400,15,1.14051575887533e-08,5.883430632e-09,2.31148636959061e-08,1.067360244736e-09,1.62100377589e-09,2.0570212202e-09,3.2055442745e-09,5.883430632e-09,8.3672020425e-09,9.231500897e-09,3.49795998388999e-08,7.05911390495599e-08
2,7,"CMA-ES-CSA",4400,15,4.6931962612e-09,3.102606172e-09,4.06828572062018e-09,1.08147901312e-09,1.1135242063e-09,1.2893281112e-09,1.644252734e-09,3.102606172e-09,7.793200751e-09,9.372450904e-09,1.10332335264e-08,1.305098024256e-08
2,8,"CMA-ES-CSA",4400,15,4.478368313398e-09,4.220595429e-09,4.84818804382004e-09,7.97032484584e-11,1.77259718041e-10,2.5639561588e-10,6.4948224575e-10,4.220595429e-09,6.364725635e-09,7.8316986672e-09,1.1682345758e-08,1.59787532552e-08
2,9,"CMA-ES-CSA",4400,15,3.55345015605333e-09,1.493708268e-09,4.7756817273636e-09,4.4148265488e-10,5.1235033995e-10,5.7095377316e-10,9.4632213195e-10,1.493708268e-09,3.749640598e-09,7.1306487824e-09,1.11915284136e-08,1.583665493544e-08
2,1,"FULLNEWUOA",4400,15,0.815044843333333,0,3.15665510464223,0,0,0,0,0,0,0,3.66770179499999,8.80248430799999
2,10,"FULLNEWUOA",4400,15,7.64953066800667e-09,9.216535091e-09,3.68407361197567e-09,4.6252125682e-10,6.4437131185e-10,1.02428430178e-09,7.588521811e-09,9.216535091e-09,9.845351201e-09,9.964244896e-09,1.0577937814e-08,1.14099191236e-08
2,11,"FULLNEWUOA",4400,15,1.97748562421333e-08,8.913170646e-09,4.42550605439478e-08,5.2213357546e-09,5.2788756475e-09,5.9581068966e-09,7.839283889e-09,8.913170646e-09,9.8286587755e-09,9.9454041446e-09,6.08939529946998e-08,1.3214714727788e-07
2,12,"FULLNEWUOA",4400,15,0.0674140311115612,3.917648428e-10,0.261093404947481,0,0,0,0,3.917648428e-10,9.222848263e-09,9.9938034734e-09,0.303363130897239,0.728071500158895
2,13,"FULLNEWUOA",4400,15,0.034312372772658,0.004959031728,0.0920637005986537,2.2175172658e-05,2.5477654015e-05,5.1668006794e-05,0.00044966771605,0.004959031728,0.014035869825,0.05335800645,0.151602155855,0.277216521662
2,14,"FULLNEWUOA",4400,15,1.86720370724e-08,1.618979439e-08,9.20701684308504e-09,7.14532575368e-09,8.4368920742e-09,9.6632192036e-09,1.217867762e-08,1.618979439e-08,2.2582870685e-08,3.1929772602e-08,3.6405359083e-08,3.74411308732e-08
2,15,"FULLNEWUOA",4400,15,0.265322417470901,3.950219707e-09,0.45543027716594,4.40861072104e-10,6.8432157721e-10,9.1315541796e-10,1.889112866e-09,3.950219707e-09,0.497479532522509,0.9949590571,0.9949590571,0.9949590571
2,16,"FULLNEWUOA",4400,15,0.0016797372110089,5.90378022e-08,0.00428786573035906,5.50930963024e-10,1.00234203151e-09,1.705453201e-09,4.235452877e-09,5.90378022e-08,0.00014318338312,0.004517814732,0.00836933843099999,0.0130283348724
2,17,"FULLNEWUOA",4400,15,0.036805811411844,0.007547584683,0.0693155872033847,2.877766613e-05,2.877766613e-05,0.000410382741558,0.00200203437985,0.007547584683,0.0319294857,0.107150742,0.18304951384,0.219101288536
2,18,"FULLNEWUOA",4400,15,0.375058909037333,0.243135805,0.348236132138936,0.0391167206724,0.049897573131,0.05759818203,0.1572982462,0.243135805,0.5258198898,0.65587649844,0.936473496439999,1.207923125576
2,19,"FULLNEWUOA",4400,15,0.0052359088213096,8.025011766e-09,0.00969503026544886,1.36610083244e-09,1.4179377671e-09,1.8416699274e-09,5.1800128635e-09,8.025011766e-09,0.00785383009445594,0.01570765077,0.020420039751,0.0270173843244
